Name,Court,Position,Biodata,DOB,City_Village_Birth,District_Birth,State_Birth,Start_Date_Appointment,End_Date_Appointment,Reason_Leaving_Appointment,Sex_Source,Sex,ID,Source_of_Recruitment,Enrollment_Year,LLB_Institutition,Other_Bachelors_Institution,Other_Bachelors_Degree,Other_Masters_Degree,Other_Masters_Institution,LLM_Institutition,PhD_Instituition,PhD_Subject,Processed_Name_For_Merges,Image,Duplicated_Jud
Justice Jayant Nath,Delhi High Court,Judge,"Born on 10th November, 1959. Did his schooling from Delhi Public School, Mathura Road, New Delhi. Thereafter, did B.A.(Hon.) Economics from St. Stephen's College, Delhi University and LL.B. from Faculty of Law Delhi University in 1982. Practised as an Advocate in Supreme Court of India, Delhi High Court, various Tribunals including Central Administrative Tribunal (Principal Bench), New Delhi, National Consumer Disputes Redressal Commission etc. Has been Standing Counsel for DESU/DVB from 1995 to 2002. Represented various Public Sector Undertakings, Banks etc. Was trained as Mediator by the Delhi High Court Mediation and Conciliation Centre and conducted various mediations therein. Conducted cases relating to various laws e.g. Service, Labour, Arbitration, Constitution and Administrative Law. Was designated as Senior Advocate by the High Court of Delhi in May, 2006. Appointed as Additional Judge of Delhi High Court on 17th April, 2013 and became permanent Judge on 18.03.2015(F/N). Retired on 09.11.2021",10.11.1959,,,,18.03.2015,09.11.2021,Formal Retirement,,M,1557,BAR,,"Faculty of Law, University of Delhi","St Stephen's College, Delhi University",B. A. Economics,,,,,,JAYANT NATH,http://delhihighcourt.nic.in/writereaddata/upload/Judges/JImage_4YQ64A40.JPG,
Justice Jiban Mohan Mahapatra,Odisha High Court,Judge,Judge of Orissa High Court : 5.4.1989 - 23.4.1992,,,,,05.04.1989,23.04.1992,,M,M,3051,,,Law (not given),,,,,,,,JIBAN MOHAN MAHAPATRA,,
Justice Jiwan Dass Kapoor,Delhi High Court,Judge,"Jiwan Dass Kapoor - B.A. LL.B. Born on April 10, 1942. Entire education from School to College level fromerstwhile Punjab. Enrolled as an Advocate and Practised at the Bar from 1966 to 1970 on Civiland Criminal side. Selected in the competitive examination held for appointment to Punjab Judicial Service in the year 1970. Selected on the inception of Delhi Judicial Service and joined as Metropolitan Magistrate in 1971. Worked as Civil Judge, Rent Controller, Administrative Civil Judge and appointed as Additional District & Sessions Judge on 01.12.1980 and held various posts viz. Matrimonial Judge, Judge under NDPS Act. Also worked as Secretary, Law, Justice & Legislative Affairs in the Govt. of Delhi. Elevated as Judge of the Delhi High Court on 01.12.2000. Retired on 10th April, 2004.",10.04.1942,Ahmedabad,,,01.12.2000,10.04.2004,Formal Retirement,,M,1640,SERVICE,1966,Law (not given),,B. A.,,,,,,JIWAN DASS KAPOOR,http://delhihighcourt.nic.in/writereaddata/upload/Judges/JImage_U7PYWUQC.JPG,
Justice Joymalya Bagchi,Calcutta High Court,Judge,"Born on 3rd October, 1966. Did his schooling from Calcutta Boys' School. Passed LLB (Five Years' Course) from Calcutta University in 1991. Stood first in all the LLB examinations. Enrolled as an Advocate on 28th November, 1991. Commenced his practice in the High Court at Calcutta from 1991. Appeared in a number of important cases relating to Criminal and Constitutional Law including death sentence and clemency cases before the High Court at Calcutta, other High Courts and the Supreme Court of India. Argued successfully before a Special Bench of Calcutta High Court against the ban imposed by State of West Bengal on the book DWIKHONDITO written by Bangladeshi author, Taslima Nasreen. Appeared in various Public Interest Litigations on behalf of Human Rights Organizations and actively espoused their cause for civil liberty and environmental protection. Was empanelled Advocate for Union of India, State of West Bengal and other Corporations, including Kolkata Municipal Corporation, Kolkata Port Trust and Calcutta Electric Supply Corporation. Was Part time lecturer of University of Calcutta, Law Department and Jogesh Chandra Choudhury College of Law. Was invited as guest lecturer to the W.B. National University of Juridical Science, Kolkata. Was Guest Speaker in UGC sponsored Refresher Course for lecturers on ""Human Rights in India"" at Jadavpur University and Charu Chandra College, Kolkata. Has written various articles on legal topics which were published in reputed journals.Appointed as a permanent Judge in the High Court at Calcutta on 27th June, 2011.",03.10.1966,,,,27.06.2011,,,,M,3853,BAR,1991,"University College of Law, Calcutta",,,,,,,,JOYMALYA BAGCHI,,
Justice Jugal Kishore Mohanty,Odisha High Court,Judge,Judge of Orissa High Court : 12.7.1978 - 20.1.1986,,,,,12.07.1978,20.01.1986,,M,M,3036,,,Law (not given),,,,,,,,JUGAL KISHORE MOHANTY,,
Justice Jyoti Singh,Delhi High Court,Judge,"Born on 1.10.1966, graduated in Botany (Hons.) from Kirori Mal College, Delhi University. Acquired L.L.B. degree from Campus Law Centre, Delhi University. Enrolled with the Bar Council of Delhi. Practiced before the Hon'ble Supreme Court, High Court of Delhi and Tribunals. Held the following appointments: Senior Counsel for the Government of India in the High Court of Delhi Standing Counsel for UPSC Standing Counsel for DTC Standing Counsel for Delhi Government in Central Administrative Tribunal Additional Standing Counsel for NDMC Panel Counsel for Provident Fund, DDA and Canara Bank Was a member of Delhi High Court Legal Services Committee and participated in Lok Adalats and workshops organised by the Committee. Specialised in service matters, particularly Armed Forces and Para-Military Forces. Was appointed as Amicus Curiae in a number of cases by the High Court of Delhi and the Armed Forces Tribunal. Designated as Senior Advocate in 2011 by the High Court of Delhi. Elevated as Judge of High Court of Delhi on 22.10.2018.",01.10.1966,,,,22.10.2018,,,,M,1762,BAR,,"Faculty of Law, University of Delhi","Kirori Mal College, Delhi University",B. Sc. Botany (Hons.),,,,,,JYOTI SINGH,http://delhihighcourt.nic.in/writereaddata/upload/Judges/JImage_8W8MUV69MND.JPG,
"Justice Jyotirmay Bhattacharya,Former Chief Justice",Calcutta High Court,Judge,"The Hon'ble Justice Jyotirmay Bhattacharya Former Chief Justice Time Period:03-Dec-2003 to 24-Sep-2018 The Hon'ble Mr. Justice Jyotirmay Bhattacharya, - Born on September 25, 1956, at Village Beliachandi, in the District of 24-Parganas South. Had his school Education at Baruipur High School, in 24-Parganas South. Having his College Education at St. Xavier's College, Calcutta, graduated from the University of Calcutta. Passed LL.B. from the University of Calcutta. Enrolled as an Advocate on March 30, 1983. Started practice in the Civil and Writ Jurisdictions of the High Court at Calcutta. Appointed as a permanent Judge of the High Court at Calcutta on December 3, 2003. Appointed as Acting Chief Justice of the High Court at Calcutta on October 25, 2017. Appointed as Chief Justice of the High Court at Calcutta on 1st May, 2018",25.09.1956,Beliachandi,24 South Parganas,West Bengal,03.12.2003,25.10.2017,Temporary Position,,M,4179,BAR,1983,"University College of Law, Calcutta",Calcutta University,,,,,,,"JYOTIRMAY BHATTACHARYA,FORMER",https://www.calcuttahighcourt.gov.in/Judge-Photo/25,
"Justice Jyotirmay Bhattacharya,Former Chief Justice",Calcutta High Court,Acting Chief Justice,"The Hon'ble Justice Jyotirmay Bhattacharya Former Chief Justice Time Period:03-Dec-2003 to 24-Sep-2018 The Hon'ble Mr. Justice Jyotirmay Bhattacharya, - Born on September 25, 1956, at Village Beliachandi, in the District of 24-Parganas South. Had his school Education at Baruipur High School, in 24-Parganas South. Having his College Education at St. Xavier's College, Calcutta, graduated from the University of Calcutta. Passed LL.B. from the University of Calcutta. Enrolled as an Advocate on March 30, 1983. Started practice in the Civil and Writ Jurisdictions of the High Court at Calcutta. Appointed as a permanent Judge of the High Court at Calcutta on December 3, 2003. Appointed as Acting Chief Justice of the High Court at Calcutta on October 25, 2017. Appointed as Chief Justice of the High Court at Calcutta on 1st May, 2018",25.09.1956,Beliachandi,24 South Parganas,West Bengal,25.10.2017,01.05.2018,Transfer or Promotion,,M,4179,BAR,1983,"University College of Law, Calcutta",Calcutta University,,,,,,,"JYOTIRMAY BHATTACHARYA,FORMER",https://www.calcuttahighcourt.gov.in/Judge-Photo/25,
"Justice Jyotirmay Bhattacharya,Former Chief Justice",Calcutta High Court,Chief Justice,"The Hon'ble Justice Jyotirmay Bhattacharya Former Chief Justice Time Period:03-Dec-2003 to 24-Sep-2018 The Hon'ble Mr. Justice Jyotirmay Bhattacharya, - Born on September 25, 1956, at Village Beliachandi, in the District of 24-Parganas South. Had his school Education at Baruipur High School, in 24-Parganas South. Having his College Education at St. Xavier's College, Calcutta, graduated from the University of Calcutta. Passed LL.B. from the University of Calcutta. Enrolled as an Advocate on March 30, 1983. Started practice in the Civil and Writ Jurisdictions of the High Court at Calcutta. Appointed as a permanent Judge of the High Court at Calcutta on December 3, 2003. Appointed as Acting Chief Justice of the High Court at Calcutta on October 25, 2017. Appointed as Chief Justice of the High Court at Calcutta on 1st May, 2018",25.09.1956,Beliachandi,24 South Parganas,West Bengal,01.05.2018,24.09.2018,,,M,4179,BAR,1983,"University College of Law, Calcutta",Calcutta University,,,,,,,"JYOTIRMAY BHATTACHARYA,FORMER",https://www.calcuttahighcourt.gov.in/Judge-Photo/25,
Justice Jyotsna Rewal Dua,Himachal Pradesh High Court,Additional Judge,"Born on 25th May, 1969 in Nahan, District Sirmour, H.P. Graduated from Government Degree College, Nalagarh, District Solan, H.P. in 1988. Was meritoriously placed in Himachal Pradesh University, Shimla. Obtained L.L.B. Degree from Himachal Pradesh University in 1991 with three Gold Medals and secured first class position in every semester. Was awarded merit scholarships and certificates throughout L.L.B. Represented Himachal Pradesh University in inter-University Moot Court Competition in 1989 and was awarded Best Female Student Advocate Certificate and Merit Certificate in the event. Enrolled as an Advocate in Bar Council of Himachal Pradesh in December, 1991 and started practicing independently since then. Was designated as Senior Advocate in July, 2015. Practiced in Shimla, primarily in High Court of Himachal Pradesh. Have also been appearing before H.P. State Administrative Tribunal, Shimla. During initial years of practice, have also appeared before the Courts of Divisional Commissioner, Shimla, Financial Commissioner Revenue, Shimla and H.P. State Consumers Disputes Redressal Commissioner, Shimla. Have mostly dealt with Civil, Constitutional, Environmental and Service matters. Elevated as an Additional Judge of High Court of Himachal Pradesh on 30th May, 2019. Assumed the charge as Judge of the High Court of Himachal Pradesh on 28th July 2020. Assets & Liabilities",25.05.1969,Nahan,Sirmour,Himachal Pradesh,30.05.2019,28.07.2020,Transfer or Promotion,,F,4332,BAR,1991,Himachal Pradesh Uiversity,"Government Degree College, Nalagarh",,,,,,,JYOTSNA REWAL DUA,https://hphighcourt.nic.in/assets/img/judges/sitting/justicejyotsnarewaldua.jpg,
Justice Jyotsna Rewal Dua,Himachal Pradesh High Court,Judge,"Born on 25th May, 1969 in Nahan, District Sirmour, H.P. Graduated from Government Degree College, Nalagarh, District Solan, H.P. in 1988. Was meritoriously placed in Himachal Pradesh University, Shimla. Obtained L.L.B. Degree from Himachal Pradesh University in 1991 with three Gold Medals and secured first class position in every semester. Was awarded merit scholarships and certificates throughout L.L.B. Represented Himachal Pradesh University in inter-University Moot Court Competition in 1989 and was awarded Best Female Student Advocate Certificate and Merit Certificate in the event. Enrolled as an Advocate in Bar Council of Himachal Pradesh in December, 1991 and started practicing independently since then. Was designated as Senior Advocate in July, 2015. Practiced in Shimla, primarily in High Court of Himachal Pradesh. Have also been appearing before H.P. State Administrative Tribunal, Shimla. During initial years of practice, have also appeared before the Courts of Divisional Commissioner, Shimla, Financial Commissioner Revenue, Shimla and H.P. State Consumers Disputes Redressal Commissioner, Shimla. Have mostly dealt with Civil, Constitutional, Environmental and Service matters. Elevated as an Additional Judge of High Court of Himachal Pradesh on 30th May, 2019. Assumed the charge as Judge of the High Court of Himachal Pradesh on 28th July 2020. Assets & Liabilities",25.05.1969,Nahan,Sirmour,Himachal Pradesh,28.07.2020,,,,F,4332,BAR,1991,Himachal Pradesh Uiversity,"Government Degree College, Nalagarh",,,,,,,JYOTSNA REWAL DUA,https://hphighcourt.nic.in/assets/img/judges/sitting/justicejyotsnarewaldua.jpg,
Justice K Ramamoorthy,Madras High Court,Judge,"Justice K.Ramamoorthy- Born on 13.3.1939. Enrolled as an Advocate on 30.6.1964 and designated as senior Advocate in April 1987. Practised in the Madras High Court on all Tribunals at Madras in Civil Constitutional, Taxation, Labour, Company, Service, Central Excise cases and Arbitration matters. Appointed as permanent Judge of the Madras High Court on 17.10.1994. Transferred to Delhi High Court on 30.11.1994. Retired on 13.03.2001.",13.03.1939,,,,17.10.1994,30.11.1994,Transfer or Promotion,M,M,1657,BAR,1964,,,,,,,,,K RAMAMOORTHY,http://delhihighcourt.nic.in/writereaddata/upload/Judges/JImage_KDZRIVYT.JPG,
Justice K Ramamoorthy,Delhi High Court,Judge,"Justice K.Ramamoorthy- Born on 13.3.1939. Enrolled as an Advocate on 30.6.1964 and designated as senior Advocate in April 1987. Practised in the Madras High Court on all Tribunals at Madras in Civil Constitutional, Taxation, Labour, Company, Service, Central Excise cases and Arbitration matters. Appointed as permanent Judge of the Madras High Court on 17.10.1994. Transferred to Delhi High Court on 30.11.1994. Retired on 13.03.2001.",13.03.1939,,,,30.11.1994,13.03.2001,Formal Retirement,M,M,1657,BAR,1964,,,,,,,,,K RAMAMOORTHY,http://delhihighcourt.nic.in/writereaddata/upload/Judges/JImage_KDZRIVYT.JPG,
Justice K Shivshankar Bhat,Karnataka High Court,Judge,"Justice Konethota Shivshankar Bhat, B.A., B.L. - Born on 23.3.1934. Enrolled as an Advocate on 6.8.1958. Practised in civil, constituional and tax matters. Worked as Senior Central government Standing Counsel. Appointed permanent Judge of the Karnataka High Court on 6.3.1987. Retired on 12.3.1995.",23.03.1934,,,,06.03.1987,12.03.1995,Formal Retirement,M,M,1667,BAR,1958,Law (not given),,B. A.,,,,,,K SHIVSHANKAR BHAT,http://delhihighcourt.nic.in/writereaddata/upload/Judges/JImage_8FRKKYVH.JPG,
